id	filename	md5	size	state
de4db197-494f-4ac1-9f06-306132358816	TCGA-A8-A09G-01A-02-BS2.e110bb6c-7c19-4ace-9507-14ef5714a74d.svs	8103adbf6dc8f9758e417af8bc7c6979	201889629	released
d8d2fad1-013f-486e-8b55-ba5eb776be63	TCGA-A8-A09M-01A-01-TSA.d3865338-2456-4943-93b3-7bf1e3749684.svs	aa446865b488319ea4be0501ccb36b54	478398393	released
8b523360-eac2-4e93-aa58-5f109bbb6820	TCGA-E2-A150-01Z-00-DX1.55643D23-83E6-4058-8EA5-18AAA8547839.svs	6b4bb46257e4cef8d58720320e5b3ec6	1611920503	released
84ba2988-3bd7-47ba-9763-52a8fcc5b435	TCGA-BH-A0HY-01A-01-TSA.6e6e9bc1-754e-496f-90ef-461287eb7fbf.svs	85827b4321e7e24029869579542c8e46	400266577	released
e96424fc-0a6f-4aeb-8358-a3b20ed5f131	TCGA-BH-A1ET-01A-01-TSA.a4706ce4-60f8-4373-b77c-0d3ff31d8324.svs	ded77a6fe10c219aefad95f7d38c45cb	116748671	released
bc31d00a-58de-4438-8a12-70ba518d9b52	TCGA-BH-A1FC-11A-03-TSC.40bfdfc8-9dba-4751-8330-4bd5db40b9d5.svs	832073463299265d13c1013f9c22dbe9	89850845	released
254121b2-ad2b-48c7-8556-a9ed304bf472	TCGA-AR-A1AQ-01Z-00-DX1.09D5D7FC-0FA8-4176-94B2-995F44D8ED4C.svs	c59e08ecd569db75dba21ba8e12acfc9	824711291	released
150c8041-3a15-426c-bbef-8830a8da06c2	TCGA-BH-A0HP-01Z-00-DX1.F1FF6E88-B2D1-40AA-8373-1714D82E666F.svs	ef074d5be8da1fb79fd3a388e1e49d95	1224432283	released
1c8203d6-e6b9-4224-b757-e654fe112d28	TCGA-LL-A5YO-01Z-00-DX1.B5B6DFDB-1020-41FF-AA50-9C633E17DE5F.svs	9c14aa8d9bc5d6f387e78de0bcb15fce	1208256171	released
2bcd4629-f31a-4bee-a7ff-aa9663b0c2c5	TCGA-AO-A0JJ-01Z-00-DX1.D5B636F5-1B47-4033-9938-9DC8CD48CEE9.svs	0646953656dcd07a49059e75d3e4ba32	728079632	released
50bb2e1c-ff9f-4d0a-bbc0-8e4ba1f3cfb6	TCGA-A8-A09Z-01A-01-TS1.f9bd85b3-3a3e-43c7-90f2-6bfe1ba2bd35.svs	6b652f4f013876c260a39e5a0b802ab4	606284819	released
